KR4f0020	堯峯文鈔-清-汪琬
KR4f0025	曝書亭集-清-朱彝尊
KR4f0030	西河集-清-毛奇齡
KR4f0031	陳檢討四六-清-陳維崧
KR4f0032	陳迦陵文集-淸-
KR4f0035	西陂類稿-清-宋犖
KR4f0037	湛園集-清-姜宸英
KR4f0039	榕村集-清-李光地
KR4f0045	望溪集-清-方苞
KR4f0046	存研樓文集-清-儲大文
KR4f0047	香屑集-清-黃之雋
KR4f0048	鹿洲初集-清-藍鼎元
KR4f0052	惜抱軒文集-淸-
KR4f0054	鮚埼亭集-淸-
KR4f0057	孫淵如詩文集-淸-
KR4f0058	抱經堂文集-淸-
KR4f0059	潛研堂文集-淸-
KR4f0062	揅經室一集-淸-
KR4f0063	大雲山房文稿初集-淸-
KR4h0002	文選註-梁-蕭統
KR4h0003	六臣註文選-梁-蕭統
KR4h0004	文選顏鮑謝詩評-元-方回
KR4h0014	松陵集-唐-皮日休
KR4h0021	古文苑-宋-章樵
KR4h0022	文苑英華-宋-李昉
KR4h0024	唐文粹-宋-姚鉉
KR4h0032	宋文選-宋-闕名
KR4h0034	樂府詩集-宋-郭茂倩
KR4h0040	宋文鑑-宋-呂祖謙
KR4h0044	崇古文訣-宋-樓昉
KR4h0057	吳都文粹-宋-鄭虎臣
KR4h0058	古文集成前集-宋-王霆震
KR4h0061	文選補遺-宋-陳仁子
KR4h0062	蘇門六君子文粹-宋-張耒
KR4h0067	兩宋名賢小集-宋-陳思
KR4h0081	元文類-元-蘇天爵
KR4h0083	唐音-元-楊士弘
KR4h0084	古樂府-元-左克明
KR4h0086	草堂雅集-元-顧英
KR4h0089	元音遺響-元-胡布
KR4h0090	風雅翼-元-劉履
KR4h0101	中州名賢文表-明-劉昌
KR4h0102	明文衡-明-程敏政
KR4h0103	新安文獻志-明-程敏政
KR4h0106	文編-明-唐順之
KR4h0107	古詩紀-明-馮惟訥
KR4h0109	全蜀藝文志-明-周復俊
KR4h0110	古今詩刪-明-李攀龍
KR4h0111	唐宋元名表-明-胡松
KR4h0115	唐宋八大家文鈔-明-茅坤
KR4h0116	吳都文粹續集-明-錢穀
KR4h0117	石倉歷代詩選-明-曹學佺
KR4h0119	古樂苑-明-梅鼎祚
KR4h0121	西漢文紀-明-梅鼎祚
KR4h0122	東漢文紀-明-梅鼎祚
KR4h0124	宋文紀-明-梅鼎祚
KR4h0125	南齊文紀-明-梅鼎祚
KR4h0126	梁文紀-明-梅鼎祚
KR4h0127	陳文紀-明-梅鼎祚
KR4h0130	隋文紀-明-梅鼎祚
KR4h0131	釋文紀-明-梅鼎祚
KR4h0132	文章辨體彙選-明-賀復徵
KR4h0134	漢魏六朝百三家集-明-張溥
KR4h0138	御選古文淵鑒-清-聖祖玄燁
KR4h0139	御定歷代賦彙-清-陳元龍
KR4h0140	御定全唐詩-清-聖祖玄燁
KR4h0141	御定佩文齋詠物詩選-清-張玉書
KR4h0142	御定歷代題畫詩類-清-陳邦彥
KR4h0143	御選宋金元明四朝詩-清-聖祖玄燁
KR4h0144	御訂全金詩增補中州集-清-郭元釪
KR4h0145	御選唐詩-清-聖祖玄燁
KR4h0147	御選唐宋文醇-清-高宗弘曆
KR4h0149	皇清文頴-清-陳廷敬
KR4h0152	明文海-清-黃宗羲
KR4h0156	明詩綜-清-朱彝尊
KR4h0157	宋詩鈔-清-吳之振
KR4h0158	宋元詩會-清-陳焯
KR4h0160	元詩選-清-顧嗣立
KR4h0161	御定全唐詩錄-清-徐倬
KR4h0162	甬上耆舊詩-清-胡文學
KR4i0002	文心雕龍輯注-清-黃叔琳
KR4i0012	詩話總龜-宋-阮閱
KR4i0023	韻語陽秋-宋-葛立方
KR4i0024	䂬溪詩話-宋-黃徹
KR4i0040	草堂詩話-宋-蔡夢弼
KR4i0048	金石例-元-潘昴霄
KR4i0055	唐音癸籤-明-胡震亨
KR4i0056	歷代詩話-清-吳景旭
KR4i0062	宋詩紀事-清-厲鶚
KR4j0085	詞苑叢談-清-徐釚
KR5a0002	元始無量度人上品妙經直音--
KR5a0003	元始說先天道德經註解--李嘉謀
KR5a0004	無上內祕真藏經-唐初期-
KR5a0005	太上無極總真文昌大洞仙經--文昌帝君
KR5a0006	上清大洞真經--朱自英
KR5a0007	大洞玉經-明初期-龔德同
KR5a0009	太上一乘海空智藏經-唐初期-
KR5a0010	高上玉皇本行集經(一)--
KR5a0011	高上玉皇本行集經(二)--張良
KR5a0012	高上玉皇本行經髓--劉處源
KR5a0015	無上九霄玉清大梵紫微玄都雷霆玉經--
KR5a0016	九天應元雷聲普化天尊玉樞寶經--
KR5a0019	太上昇玄消災護命妙經-唐-
KR5a0021	太上長生延壽集福德經-唐-
KR5a0022	元始五老赤書玉篇真文天書經--
KR5a0023	太上諸天靈書度命妙經--
KR5a0024	元始天尊說生天得道經-唐-
KR5a0025	元始天尊說得道了身經--
KR5a0026	太上九天延祥滌厄四聖妙經--
KR5a0027	元始天尊說北方真武妙經-明-
KR5a0028	元始天尊說梓童帝君應驗經--
KR5a0029	元始天尊說梓童帝君本願經--
KR5a0030	元始八威龍文經--
KR5a0035	太上玄都妙本清靜身心經-唐-
KR5a0036	太上太玄女青三元品誡拔罪妙經-唐-
KR5a0037	元始天尊說變化空洞妙經-六朝-
KR5a0038	太上昇玄三一融神變化妙經--
KR5a0039	太上導引三光九變妙經-唐-
KR5a0040	太上導引三光寶真妙經-唐-
KR5a0041	太上修真體元妙道經--劉元瑞
KR5a0042	玉清元始玄黃九光真經-明-
KR5a0043	元始天尊說十一曜大消災神咒經--
KR5a0044	太上洞真五星秘授經--
KR5a0045	玉清無上靈寶自然北斗本生真經--
KR5a0047	太上元始天尊證果真經-唐-
KR5a0048	太上元始天尊說續命妙經-唐-
KR5a0049	洞真太極北帝紫微神咒妙經-東晉-
KR5a0050	太上說六甲直符保胎護命妙經-唐-
KR5a0051	太上元始天尊說大雨龍王經-唐-
KR5a0052	太上護國祈雨消魔經-唐-
KR5a0053	太上洞淵北帝天蓬護命消災神咒妙經-唐後期-
KR5a0054	太上洞淵辭瘟神咒妙經-唐-
KR5a0055	高上太霄琅書瓊文帝章經-六朝-
KR5a0056	太上玉珮金璫太極金書上經-東晉-
KR5a0057	上方天尊說真元通仙道經--
KR5a0058	無上大乘要訣妙經-唐-
KR5a0059	元始洞真決疑經--
KR5a0060	元始天尊說玄微妙經-六朝-
KR5a0061	太上洞真賢門經-唐-
KR5a0062	元始天王歡樂經-唐-
KR5a0063	玉清胎元內養真經--
KR5a0064	玉清無上內景真經--
KR5a0065	太上真一報父母恩重經-唐-
KR5a0066	元始洞真慈善孝子報恩成道經-唐-
KR5a0067	太上元始天尊說消殄蟲蝗經--
KR5a0068	太上安鎮九壘龍神妙經--
KR5a0069	太上洞真安竈經--
KR5a0070	太上元始天尊說金光明經--
KR5a0071	元始天尊說三官寶號經--
KR5a0072	元始天尊濟度血湖真經--
KR5a0073	元始天尊說酆都滅罪經--
KR5a0074	太上說九幽拔罪心印妙經--
KR5a0075	元始天尊說甘露昇天神咒妙經--
KR5a0076	元始說功德法食往生經--
KR5a0077	太上玉華洞章拔亡度世昇仙妙經--
KR5a0078	太上三洞神咒-明-
KR5a0079	三洞神符記--
KR5a0081	洞真太微黃書天帝君石景金陽素經-六朝-
KR5a0083	白羽黑翩靈飛玉符-六朝-
KR5a0087	元始無量度人上品妙經四註--陳景元
KR5a0088	元始無量度人上品妙經註--東海青元真人
KR5a0089	元始無量度人上品妙經通義--張宇初
KR5a0090	元始無量度人上品妙經內義--蕭應叟
KR5a0091	附內義丹旨綱目舉要--
KR5a0092	太上洞玄靈寶無量度人上品妙經註解--陳致虛
KR5a0093	元始無量度人上品妙經註解--薛季昭
KR5a0094	太上洞玄靈寶無量度人上品經法-南宋-陳春榮
KR5a0095	洞玄靈寶度人經大梵隱語疏義--
KR5a0096	洞玄靈寶無量度人經訣音義--張萬福
KR5a0098	太上靈寶諸天內音自然玉字--
KR5a0099	諸天靈書度命妙經義疏-唐-
KR5a0100	九天應元雷聲普化天尊玉樞寶經集註--徐道齡
KR5a0101	太上昇玄說消災護命妙經註-元-王玠
KR5a0102	太上昇玄消災護命妙經註--李道純
KR5a0103	元始天尊說太古經註--長筌子
KR5a0104	玉清無極總真文昌大洞仙經註--衛琪
KR5a0108	無上赤文洞古真經註--李道純
KR5a0110	黃帝陰符經講義--夏元鼎
KR5a0112	黃帝陰符經集解--曹希蘊
KR5a0120	陰符經三皇玉訣--
KR5a0121	黃帝陰符經心法--胥元一
KR5a0122	黃帝陰符經註--唐淳
KR5a0127	黃帝陰符經夾頌解註--王玠
KR5a0129	太上求仙定錄尺素真訣玉文-六朝-
KR5a0134	太上洞房內經註-六朝-
KR5a0136	崔公入藥鏡註解--王玠
KR5a0138	青天歌註釋--王玠
KR5a0143	紫陽真人悟真篇三註--陳致虛
KR5a0144	紫陽真人悟真直指詳說三乘祕要--
KR5a0146	悟真篇註釋--張伯端
KR5a0147	紫陽真人悟真篇講義--張伯端
KR5a0148	靈寶無量度人上品妙經符圖-宋-徽宗
KR5a0149	無量度人上品妙經旁通圖--劉元道
KR5a0150	修真太極混元圖-北宋-蕭道存
KR5a0159	大易象數鉤深圖--
KR5a0165	上清三尊譜錄--
KR5a0166	靈寶自然九天生神三寶大有金書--
KR5a0167	元始上真眾仙記-六朝-葛洪
KR5a0168	洞玄靈寶真靈位業圖--陶弘景
KR5a0169	元始高上玉檢大錄-唐-
KR5a0171	梓潼帝君化書--
KR5a0172	清微仙譜--黃舜申
KR5a0178	太上洞真智慧上品大誡--
KR5a0179	三洞眾戒文--張萬福
KR5a0182	太上九真妙戒金籙度命拔罪妙經-唐-
KR5a0183	太上十二上品飛天法輪勸戒妙經-唐-
KR5a0184	太極真人說二十四門戒經-唐-
KR5a0185	太真玉帝四極明科經-六朝-
KR5a0190	太上靈寶朝天謝罪大懺--
KR5a0193	太上泰清拔罪昇天寶懺--
KR5a0194	玉皇宥罪錫福寶懺--辛漢臣
KR5a0195	高上玉皇滿願寶懺--
KR5a0196	九天應元雷聲普化天尊玉樞寶懺--
KR5a0197	雷霆玉樞宥罪法懺--
KR5a0198	玉皇十七慈光燈儀--
KR5a0202	北斗本命延壽燈儀--
KR5a0204	玄帝燈儀--
KR5a0212	黃籙九陽梵炁燈儀--
KR5a0214	黃籙破獄燈儀--
KR5a0215	黃籙五苦輪燈儀--
KR5a0216	地府十王拔度儀-宋-
KR5a0217	上清天寶齋初夜儀--
KR5a0218	太乙火府奏告祈禳儀--
KR5a0219	清微玄樞奏告儀-元-葉雲萊
KR5a0220	靈寶無量度人上經大法--
KR5a0221	無上玄元三天玉堂大法--路時中
KR5a0223	清微神烈祕法--
KR5a0224	清微元降大法--
KR5a0225	清微齋法--
KR5a0227	紫元君授道傳心法-唐-陰長生
KR5a0229	龍虎中丹訣--
KR5a0234	還丹眾仙論--楊在
KR5a0238	還丹顯妙通幽集-北宋-潛真子
KR5a0241	玉清金笥青華祕文金寶內鍊丹訣--張伯端
KR5a0244	陳虛白規中指南-元-陳沖素
KR5a0246	玉豁子丹經指要--李簡易
KR5a0250	中和集--李道純
KR5a0253	谷神篇--林轅
KR5a0259	太玄八景籙-唐-
KR5a0262	金丹賦-元-馬蒞昭
KR5a0264	修真十書雜著指玄篇--白玉蟾
KR5a0265	修真十書金丹大成集--蕭廷芝
KR5a0267	修真十書雜著捷徑-元-
KR5a0270	修真十書上清集--白玉蟾
KR5a0271	修真十書武夷集--白玉蟾
KR5a0273	修真十書黃庭內景五臟六腑圖-唐-胡愔
KR5a0274	修真十書黃庭內景玉經註-唐-白履忠
KR5a0279	上乘修真三要--高道寬
KR5a0287	三極至命筌諦--王慶升
KR5a0290	清微丹訣--
KR5a0292	金液大丹口訣--鄭德安
KR5a0298	太上登真三矯靈應經-宋-
KR5a0304	漢武帝內傳--
KR5a0308	歷世真仙體道通鑑--趙道一
KR5a0309	歷世真仙體道通鑑續編--趙道一
KR5a0310	歷世真仙體道通鑑後集--趙道一
KR5a0313	桓真人升仙記--
KR5a0314	周氏冥通記--周子良
KR5a0316	茅山誌--劉大彬
KR5a0317	純陽帝君神化妙通紀--苗善時
KR5a0321	諸師真誥-明-
KR5a0322	金籙齋三洞讚詠儀--張商英
KR5a0324	太上昇玄消災護命妙經頌--張白
KR5a0325	生天經頌解--王吉昌
KR5a0326	三洞讚頌靈章-元-
KR5a0328	太上濟度章赦--
KR5b0002	洞玄靈寶自然九天生神章經--
KR5b0004	洞玄靈寶丹水飛術運度小劫妙經-六朝-
KR5b0008	上清五常變通萬化鬱冥經-六朝-
KR5b0014	太上洞玄靈寶真文要解上經-六朝-
KR5b0018	太上靈寶元陽妙經-六朝-
KR5b0019	太上洞淵神咒經-東晉後期-杜光庭
KR5b0020	太上洞玄靈寶業報因緣經-唐初期-
KR5b0021	太上洞玄靈寶十號功德因緣妙經-唐-
KR5b0024	太上洞玄靈寶轉神度命經--
KR5b0027	太上洞玄靈寶四方大願經-唐-
KR5b0029	太上洞玄靈寶誠業本行上品妙經-六朝-
KR5b0030	太上洞玄靈寶真一勸誡法輪妙經-六朝-
KR5b0032	太上玄一真人說勸誡法輪妙經-六朝-
KR5b0033	太上洞玄靈寶法燭經--陸修靜
KR5b0035	太一救苦護身妙經-唐-
KR5b0036	太上洞玄靈寶赤書玉訣妙經--
KR5b0037	上清金匱玉鏡修真指玄妙經-唐-
KR5b0038	上清三元玉檢三元布經-東晉-
KR5b0042	太上神咒延壽妙經-唐-
KR5b0045	太上洞玄靈寶八威召龍妙經-六朝-
KR5b0047	太上召諸龍神安鎮墳墓經--
KR5b0052	太上洞玄寶元上經--
KR5b0053	太上洞玄靈寶滅度五鍊生尸妙經-六朝-
KR5b0054	太上洞玄靈寶三元玉京玄都大獻經-六朝-
KR5b0058	太上洞玄靈寶救苦妙經--
KR5b0061	太上靈寶洪福滅罪像名經--
KR5b0069	太上洞玄三洞開天風雷禹步制魔神咒經-唐-
KR5b0070	太上洞淵三昧帝心光明正印太極紫微伏魔制鬼拯救惡道集福吉祥神咒-唐-
KR5b0073	太上洞玄靈寶素靈真符--陸修靜
KR5b0075	上清金母求仙上法-唐-李玄真
KR5b0079	太上洞玄靈寶投簡符文要訣-六朝-
KR5b0080	洞玄靈寶自然九天生神章經解義--董思靖
KR5b0081	洞玄靈寶自然九天生神玉章經解--王希巢
KR5b0082	洞玄靈寶自然九天生神章經註--華陽復
KR5b0083	太上洞玄靈寶天尊說救苦妙經註解--洞陽子
KR5b0085	黃庭內景玉經註(一)--劉處玄
KR5b0086	黃庭內景玉經註(二)--白履忠
KR5b0091	靈寶大鍊內旨行持機要--
KR5b0094	太上洞玄靈寶眾簡文--陸修靜
KR5b0095	太上洞玄靈寶五帝醮祭招真玉訣-唐-張承先
KR5b0096	上清佩符文青卷訣--
KR5b0097	上清佩符文白卷訣--
KR5b0100	上清佩符文黃卷訣--
KR5b0101	太上大道三元品誡謝罪上法-六朝-
KR5b0109	上清太極隱注玉經寶訣-六朝-
KR5b0111	上清修行經訣-唐-
KR5b0112	太上飛行九晨玉經-六朝-
KR5b0116	黃庭內景五臟六腑補瀉圖--胡愔
KR5b0118	玄寶人鳥山經圖--
KR5b0121	上方大洞真元妙經圖--
KR5b0123	上方大洞真元圖書繼說終篇--
KR5b0124	許太史真君圖傳--
KR5b0127	上清高上玉真眾道綜監寶諱-唐-
KR5b0128	洞玄靈寶三師記--劉處靜
KR5b0130	上清眾經諸真聖祕--
KR5b0133	孝道吳許二真君傳--
KR5b0134	太極葛仙公傳--譚嗣先
KR5b0139	太上玄一真人說三途五苦勸戒經-六朝-
KR5b0140	太上洞玄靈寶三元品戒功德輕重經-六朝-
KR5b0141	太上洞玄靈寶智慧罪根上品大戒經--
KR5b0144	太上洞玄靈寶宣戒首悔眾罪保護經-唐-
KR5b0145	上清骨髓靈文鬼律--饒洞天
KR5b0146	太上洞玄靈寶法身製論-唐-
KR5b0147	要修科儀戒律鈔--朱君緒
KR5b0150	靈寶領教濟度金書--寧全真
KR5b0151	大明玄教立成齋醮儀--宋宗真
KR5b0153	洪恩靈濟真君集福宿啟儀--
KR5b0159	洪恩靈濟真君七政星燈儀--
KR5b0161	羅天大醮早朝科--
KR5b0162	羅天大醮午朝科--
KR5b0163	羅天大醮晚朝科--
KR5b0164	羅天大醮設醮儀--
KR5b0165	玄門報孝追薦儀-明-
KR5b0166	諸師聖誕沖舉酌獻儀--
KR5b0167	金籙齋啟壇儀--杜光庭
KR5b0168	金籙大齋宿啟儀--
KR5b0169	金籙大齋啟盟儀--
KR5b0170	金籙大齋補職說戒儀--
KR5b0171	金籙早朝儀--
KR5b0172	金籙午朝儀--
KR5b0173	金籙晚朝儀--
KR5b0174	金籙齋懺方儀--杜光庭
KR5b0175	金籙解壇儀--
KR5b0176	金籙設醮儀--
KR5b0177	金籙放生儀--
KR5b0178	金籙祈禱早朝儀--
KR5b0179	金籙祈禱午朝儀--
KR5b0180	金籙祈禱晚朝儀--
KR5b0181	金籙上壽三獻儀--
KR5b0182	金籙延壽設醮儀-明-
KR5b0183	金籙玄靈轉經早朝行道儀-明-
KR5b0184	金籙玄靈轉經午朝行道儀-明-
KR5b0185	金籙玄靈轉經晚朝行道儀-明-
KR5b0186	金籙十迴度人早朝開收儀-明-
KR5b0187	金籙十迴度人午朝開收儀-明-
KR5b0188	金籙十迴度人晚朝開收儀-明-
KR5b0189	金籙十迴度人早朝轉經儀-明-
KR5b0190	金籙十迴度人午朝轉經儀-明-
KR5b0191	金籙十迴度人晚朝轉經儀-明-
KR5b0192	金籙齋投簡儀--張商英
KR5b0193	玉籙資度宿啟儀--
KR5b0194	玉籙資度解壇儀--
KR5b0195	玉籙資度設醮儀--
KR5b0196	玉籙資度早朝儀--
KR5b0197	玉籙資度午朝儀--
KR5b0198	玉籙資度晚朝儀--
KR5b0199	玉籙生神資度轉經儀--
KR5b0200	玉籙生神資度開收儀-明-
KR5b0201	玉籙大齋第一日早朝儀-宋-
KR5b0202	玉籙大齋第一日午朝儀-宋-
KR5b0203	玉籙大齋第一日晚朝儀-宋-
KR5b0204	玉籙大齋第二日早朝儀-宋-
KR5b0205	玉籙大齋第二日午朝儀-宋-
KR5b0206	玉籙大齋第二日晚朝儀-宋-
KR5b0207	玉籙大齋第三日早朝儀-宋-
KR5b0208	玉籙大齋第三日午朝儀-宋-
KR5b0210	太上黃籙齋儀--杜光庭
KR5b0211	無上黃籙大齋立成儀--蔣叔輿
KR5b0212	黃籙救苦十齋轉經儀-南宋-
KR5b0214	黃籙五老悼亡儀--
KR5b0217	黃籙九幽醮無礙夜齋次第儀-南宋-
KR5b0220	靈寶半景齋儀-唐-
KR5b0223	太上靈寶玉匱明真大齋懺方儀--
KR5b0224	太上靈寶玉匱明真大齋言功儀--杜光庭
KR5b0225	洞玄度靈寶自然券儀--
KR5b0226	洞玄靈寶自然齋儀-唐初期-
KR5b0228	太上洞淵三昧神咒齋懺謝儀--杜光庭
KR5b0229	太上洞淵三昧神咒齋清旦行道儀--杜光庭
KR5b0231	太上洞玄靈寶授度儀--陸修靜
KR5b0232	靈寶五經提綱--
KR5b0234	洞玄靈寶鐘磬威儀經-唐-
KR5b0236	太上靈寶上元天官消愆滅罪懺--
KR5b0237	太上靈寶中元地官消愆滅罪懺--
KR5b0238	太上靈寶下元水官消愆滅罪懺--
KR5b0240	太上消滅地獄昇陟天堂懺--
KR5b0241	太一救苦天尊說拔度血湖寶懺--
KR5b0242	青玄救苦寶懺--
KR5b0243	慈尊昇度寶懺--
KR5b0245	太上靈寶十方應號天尊懺-唐-
KR5b0246	太上慈悲道場消災九幽懺--葛玄
KR5b0247	太上慈悲九幽拔罪懺-唐-
KR5b0248	太上慈悲道場滅罪水懺-唐-
KR5b0249	靈寶玉鑑目錄--
KR5b0250	靈寶玉鑑--
KR5b0251	太極祭鍊內法--鄭思肖
KR5b0253	上清天樞院回車畢道正法-宋後期-
KR5b0254	許真君受鍊形神上清畢道法要節文--
KR5b0258	靈寶淨明院教師周真公起請畫一--周方文
KR5b0259	高上月宮太陰元君孝道仙王靈寶淨明黃素書--傅飛卿
KR5b0265	靈寶淨明大法萬道玉章祕訣--
KR5b0266	太上靈寶淨明祕法篇--
KR5b0267	靈寶淨明新修九老神印伏魔祕法--何守證
KR5b0268	太上靈寶淨明飛仙度人經法--
KR5b0269	太上靈寶淨明飛仙度人經法釋例--許旌陽
KR5b0270	太上淨明院補奏職局太玄都省須知--許旌陽
KR5b0271	上清天心正法--鄧有功
KR5b0272	上清北極天心正法-南宋-
KR5b0274	上清大洞九宮朝修祕訣上道--周德大
KR5b0280	玄珠心鏡註-唐-王損之
KR5b0289	上清六甲祈禱祕法--
KR5b0290	貫斗忠孝五雷武侯祕法--吳昇
KR5b0293	黃帝太一八門逆順生死訣--
KR5b0294	太上赤文洞神三籙-宋-陶弘景
KR5b0295	道教靈驗記--杜光庭
KR5b0301	仙苑編珠--王松年
KR5b0305	梅仙觀記--
KR5b0311	南嶽總勝集--
KR5b0312	玉音法事-明-
KR5b0313	上清諸真章頌-唐-
KR5b0318	眾仙讚頌靈章-唐-
KR5b0319	洞玄靈寶昇玄步虛章序疏--
KR5b0320	赤松子章曆-六朝-
KR5b0321	廣成集--杜光庭
KR5b0322	太上宣慈助化章--杜光庭
KR5b0323	靈寶淨明院行遣式-南宋-周方文
KR5c0002	太上玄靈斗姆大聖元君本命延生心經-南宋-
KR5c0005	太上說南斗六司延壽度人妙經--
KR5c0021	洞神八帝妙精經--
KR5c0025	太上內丹守一真定經--
KR5c0029	太上化道度世仙經--
KR5c0032	太上洞神三元妙本福壽真經--苗善時
KR5c0034	太上老君說五斗金章受生經--
KR5c0035	太上洞神天公消魔護國經--
KR5c0041	混元八景真經--
KR5c0042	老子像名經-唐-
KR5c0047	西昇經-宋-徽宗
KR5c0055	無上三元鎮宅靈籙-唐初期-金明七真
KR5c0056	上清丹天三氣玉皇六辰飛綱司命大籙--
KR5c0062	唐玄宗御製道德真經疏(二)-唐-玄宗
KR5c0067	道德真經四子古道集解--寇才質
KR5c0070	道德真經三解--鄧錡
KR5c0071	道德真經直解--邵若愚
KR5c0078	道德真經指歸--嚴遵
KR5c0081	道德真經全解--時雍
KR5c0086	道德會元--李道純
KR5c0090	玄經原旨發揮--杜道堅
KR5c0091	道德真經註(四)--吳澄
KR5c0099	道德真經玄德纂疏--強思齊
KR5c0100	道德真經集義(一)--危大有
KR5c0104	道德真經藏室纂微篇開題科文疏--薛致玄
KR5c0112	道德真經集義大旨--劉惟永
KR5c0113	道德真經集義(二)--劉惟永
KR5c0114	道德真經廣聖義--杜光庭
KR5c0115	西昇經集註--陳景元
KR5c0146	太上玄靈北斗本命延生真經註--徐道齡
KR5c0148	太上玄靈北斗本命延生經註--傅洞真
KR5c0150	太上說玄天大聖真武本傳神咒妙經--
KR5c0152	太上老君說常清靜經註(二)-元-
KR5c0153	太上老君說常清靜經註(三)--白玉蟾
KR5c0156	太上老君說常清靜妙經纂圖解註--王玠
KR5c0160	太上三元飛星冠禁金書玉籙圖--
KR5c0164	圖經集註衍義本草序例--寇宗奭
KR5c0166	混元聖紀--謝守灝
KR5c0168	太上老君金書內序--
KR5c0169	太上混元老子史略--謝守灝
KR5c0170	猶龍傳--賈善翔
KR5c0171	太上說玄天大聖真武本傳神咒妙經--
KR5c0173	章獻明肅皇后受上清畢法籙記--朱自英
KR5c0178	玄品錄--張天雨
KR5c0179	大滌洞天記--鄧牧
KR5c0180	墉城集仙錄--杜光庭
KR5c0184	太上經戒-唐-
KR5c0185	三洞法服科戒文--張萬福
KR5c0186	正一法文天師教戒科經--
KR5c0188	正一威儀經--
KR5c0190	太清道德顯化儀-明-
KR5c0200	太上洞神三皇儀-唐初期-
KR5c0203	太上金書玉牒寶章儀-唐-
KR5c0204	天心正法修真道場設醮儀--
KR5c0205	太上三洞傳授道德經紫虛籙拜表儀--杜光庭
KR5c0207	太上消災祈福醮儀--
KR5c0208	太上金櫃玉鏡延生洞玄燭幽懺-宋-
KR5c0212	北極真武普慈度世法懺-明-
KR5c0213	北極真武佑聖真君禮文-明-
KR5c0222	延陵先生集新舊服氣經-五代-桑榆子
KR5c0223	諸真聖胎神用訣-宋-
KR5c0252	太清金闕玉華仙書八極神章三皇內祕文--
KR5c0262	太清元極至妙神珠玉顆經--
KR5c0264	鬼谷子天髓靈文-later-
KR5c0298	丹房須知--吳悞
KR5c0304	陰真君金石五相類-五代-陰長生
KR5c0324	真元妙道要略-五代-鄭隱
KR5c0351	許真君石函記-南宋-許遜
KR5c0353	庚道集-明-
KR5c0357	古樓觀紫雲衍慶集--朱象先
KR5c0358	玄天上帝啟聖錄-元-
KR5c0362	武當福地總真集--劉道明
KR5c0363	武當紀勝集-元-羅霆震
KR5c0364	西川青羊宮碑銘--樂朋龜
KR5c0368	龍角山記--
KR5c0369	天壇王屋山聖跡記--杜光庭
KR5c0372	宮觀碑記-明-
KR5c0373	甘水仙源錄--李道謙
KR5c0381	大明御製玄教樂章--
KR5c0382	太上三洞表文-明-
KR5d0004	太上洞玄靈寶天關經-唐-
KR5d0008	太上長文大洞靈寶幽玄上品妙經--
KR5d0017	周易參同契注(二)--
KR5d0019	周易參同契分章通真義--彭曉
KR5d0021	周易參同契註(四)-五代-
KR5d0022	周易參同契發揮--俞琰
KR5d0023	周易參同契分章註-元-陳致虛
KR5d0027	周易參同契註(五)-南宋-儲華谷
KR5d0035	金鎖流珠引--李淳風
KR5d0036	真誥--陶弘景
KR5d0039	道樞--曾慥
KR5d0040	黃帝內經素問補註釋文--王冰
KR5d0045	素問六氣玄珠密語--王冰
KR5d0055	雲笈七籤-唐-張君房
KR5d0056	至言總-唐後期-范翛然
KR5d0060	大道論-宋-周固樸
KR5d0063	皇極經世--邵雍
KR5d0071	玄珠錄--王暉
KR5d0072	雲宮法語--汪可孫
KR5d0074	宗玄先生文集--吳筠
KR5d0075	宗玄先生玄綱論--吳筠
KR5d0078	純陽真人渾成集--何志淵
KR5d0083	清庵瑩蟾子語錄--柴元皋
KR5d0084	上清太玄集-金-侯善淵
KR5d0086	洞淵集--李思聰
KR5d0087	洞淵集--長筌子
KR5d0088	玄教大公案--苗善時
KR5d0089	玄宗直指萬法同歸--牧常晁
KR5d0090	上陽子金丹大要--陳致虛
KR5d0091	上陽子金丹大要圖--陳致虛
KR5d0093	上陽子金丹大要仙派--陳致虛
KR5d0094	原陽子法語--趙宜真
KR5d0097	還真集--王玠
KR5d0099	隨機應化錄--何道全
KR5d0103	金丹真一論-北宋後期-百玄子
KR5d0110	金丹正宗-宋-胡混成
KR5d0113	翠虛篇--陳楠
KR5d0122	長生指要篇--林自然
KR5d0123	鳴鶴餘音--彭致中
KR5e0005	太上靈寶淨明洞神上品經--
KR5e0013	太玄真一本際妙經--
KR5e0014	太上洞玄靈寶八仙王教誡經-唐-
KR5e0015	太上洞玄靈寶國王行道經-唐-
KR5e0018	洞玄靈寶太上真人問疾經-唐-
KR5e0024	太上靈寶昇玄內教經中和品述議疏-六朝-
KR5e0025	一切道經音義妙門由起--史崇
KR5e0026	洞玄靈寶玄門大義--
KR5e0027	洞玄靈寶三洞奉道科戒營始-唐初期-金明七真
KR5e0028	洞玄靈寶道學科儀-唐-太極太虛真人
KR5e0030	道門經法相承次序--潘師正
KR5e0031	道教義樞--孟安排
KR5e0032	道典論-唐-
KR5e0034	上清道類事相--王懸河
KR5e0035	上方靈寶無極至道開化真經--
KR5e0036	上方鈞天演範真經--
KR5e0038	洞玄靈寶左玄論--
KR5e0040	無上祕要--
KR5e0041	三洞珠囊--王懸河
KR5e0042	雲山集--姬志真
KR5e0043	仙樂集--劉處玄
KR5e0051	洞玄金玉集--馬丹陽
KR5e0054	雲光集--王處一
